dealerCode,dealerName,dealerAddress,dealerCity,dealerState,dealerZip,dealerRadius,latitude,longitude,Rating,LifeTimeReviews,Recommended
KY018,OXMOOR HYUNDAI,7913 Shelbyville Road,LOUISVILLE,KY,40207,50,38.248845,-85.606458,4.2,89,93
KY020,LINWOOD HYUNDAI,3345 PARK AVENUE,PADUCAH,KY,42001,50,37.083848,-88.654406,5,9,100
KY021,DON MOORE HYUNDAI,5079 FREDERICA STREET,OWENSBORO,KY,42302,50,37.719792,-87.124539,4.8,8,90
KY022,FANNIN HYUNDAI,7405 US RT 60,ASHLAND,KY,41102,35,38.427495,-82.697651,4.9,92,92
KY023,HYUNDAI OF LOUISVILLE,8107 Shelbyville Road,LOUISVILLE,KY,40258,50,38.248615,-85.60375,3.6,46,NULL
ky025,HYUNDAI OF NICHOLASVILLE,3035 LEXINGTON ROAD,NICHOLASVILLE,KY,40356,50,37.932469,-84.549064,4.9,54,NULL
LA007,M&M HYUNDAI,3220 MACARTHUR DRIVE,ALEXANDRIA,LA,71301,25,31.264436,-92.453451,4.9,1958,99
LA009,BILLY NAVARRE HYUNDAI,1280 E. College Street,LAKE CHARLES,LA,70607,17,30.196345,-93.202583,4.7,12,100
LA024,EDDIE TOURELLE'S NORTHPARK HYU,953 HIGHWAY 190 NORTH,COVINGTON,LA,70433,50,30.444801,-90.082425,4.9,28,100
LA026,ALL STAR HYUNDAI BATON ROUGE,10313 Airline Highway,BATON ROUGE,LA,70816,25,30.41484,-91.068485,4.8,28,100
LA027,HYUNDAI OF HOUMA,644 WEST MAIN STREET,THIBODAUX,LA,70301,19,29.759388,-90.816632,5,20,100
LA028,BILL HOOD HYUNDAI,401 NORTH MORRISON BLVD,HAMMOND,LA,70401,30,30.50505,-90.482531,4.9,37,98
la029,RALPH SELLERS HYUNDAI,14215 Airline Highway,GONZALES,LA,70737,50,30.274951,-90.946911,4.9,38,98
LA030,STERLING HYUNDAI,5001 Johnston Street,LAFAYETTE,LA,70503,49,30.183358,-92.069194,5,26,100
la031,HYUNDAI OF SLIDELL,298 East Howze Beach Road,SLIDELL,LA,70461,22,30.241903,-89.765211,4.8,27,97
LA032,MIKE MORGAN HYUNDAI,8757 Business Park Drive,SHREVEPORT,LA,71105,50,32.420255,-93.722817,4.7,14,98
LA033,HYUNDAI OF METAIRIE,3400 N Causeway Blvd,METAIRIE,LA,70002,50,30.011965,-90.155077,4.8,40,98
la034,INTERSTATE HYUNDAI,920 MARTIN LUTHER KING JR DR,MONROE,LA,71203,23,32.506217,-92.082472,4.7,8,91
LA035,BOHN HYUNDAI,3800 Lapalco Blvd,HARVEY,LA,70058,15,29.873976,-90.08711,4.8,15,94
MA020,"CLAY CHEVROLET HYUNDAI, INC.",391 PROVIDENCE HIGHWAY,NORWOOD,MA,2062,50,42.203003,-71.187147,4.4,219,NULL
MA021,HERB CHAMBERS HYUNDAI,735 SOUTHBRIDGE STREET,AUBURN,MA,1501,25,42.183132,-71.862569,4.6,132,89
MA024,MIRAK HYUNDAI,1165 MASSACHUSETTS AVE.,ARLINGTON,MA,2476,50,42.423111,-71.174297,4.7,224,97
MA029,PRIDE HYUNDAI OF SEEKONK,11 Taunton Drive,SEEKONK,MA,2771,15,41.823423,-71.346174,4.8,236,96
MA030,HERB CONNOLLY HYUNDAI,500 Worcester Rd,FRAMINGHAM,MA,1702,50,42.297708,-71.417494,4.7,353,93
MA031,HADDAD HYUNDAI,130 Pittsfield-Lenox Road,PITTSFIELD,MA,1201,25,42.413688,-73.275502,4.7,62,100
MA034,GARY ROME HYUNDAI,1000 MAIN STREET,HOLYOKE,MA,1040,50,42.180863,-72.628713,4.9,310,99
ma037,TOM O'BRIEN HYUNDAI,479 WASHINGTON STREET,QUINCY,MA,2169,10,42.247963,-70.98201,4.7,60,0
ma040,PRIDE HYUNDAI OF LYNN,777 LYNNWAY,LYNN,MA,1905,50,42.449698,-70.963553,4.9,54,100
MA043,ROUTE 2 HYUNDAI,743 N Main St,LEOMINSTER,MA,1453,25,42.555244,-71.769143,4.9,1351,99
ma044,EMPIRE HYUNDAI,428 PLEASANT STREET,FALL RIVER,MA,2721,50,41.699061,-71.147897,4.4,389,90
MA046,ROUTE 44 HYUNDAI,1094 NEW STATE HIGHWAY,RAYNHAM,MA,2767,50,41.905582,-71.031729,4.6,429,91
ma050,EMPIRE HYUNDAI OF PLYMOUTH,356 COURT STREET,PLYMOUTH,MA,2360,20,41.975598,-70.686571,4.9,261,98
MA051,BILL DUBE HYUNDAI,271 MAIN STREET,WILMINGTON,MA,1887,50,42.552907,-71.179051,4.6,547,94
MA053,BALISE HYUNDAI,683 E. COLUMBUS AVE.,SPRINGFIELD,MA,1105,50,42.090794,-72.581474,4.9,131,99
ma055,HYUNDAI VILLAGE,24 Commonwealth Ave,DANVERS,MA,1923,50,42.549743,-70.943286,4.7,125,96
MA056,FIRST HYUNDAI,270 E. WASHINGTON STREET,N. ATTLEBORO,MA,2760,50,41.971778,-71.33128,4.4,269,90
ma057,COUNTRY HYUNDAI,45 COLRAIN RD,GREENFIELD,MA,1301,35,42.590845,-72.62042,4.7,133,96
ma058,BALISE HYUNDAI OF CAPE COD,268 STEVENS STREET,HYANNIS,MA,2601,50,41.650727,-70.293863,4.8,50,96
ma059,BERNARDI HYUNDAI,300 Manley street,BROCKTON,MA,2301,50,42.05822,-71.059119,4.8,379,98
ma061,PRIME HYUNDAI SOUTH,479 WASHINGTON STREET,QUINCY,MA,2169,50,42.247963,-70.98201,4.6,223,97
MA062,TUFANKJIAN HYUNDAI OF PLYMOUTH,356-357 COURT STREET,PLYMOUTH,MA,2360,50,41.9056,-70.6293,4.9,258,98
md006,POHANKA HYUNDAI,1770 Ritchie Station Court,CAPITOL HEIGHTS,MD,20743,50,38.866205,-76.850048,4.7,160,96
md008,THOMPSON HYUNDAI,1307 MERRITT BLVD.,BALTIMORE,MD,21222,50,39.277037,-76.503994,4.7,116,98
MD010,MASSEY HYUNDAI,1706 Massey Boulevard,HAGERSTOWN,MD,21740,35,39.628254,-77.765869,4.8,395,97
MD013,IDEAL HYUNDAI,5871 URBANA PIKE,FREDERICK,MD,21701,50,39.396417,-77.407284,4.7,105,95
MD017,COLLEGE PARK HYUNDAI,9500 BALTIMORE BLVD.,COLLEGE PARK,MD,20740,50,39.009924,-76.92893,4.8,336,98
md020,FITZGERALDS LAKEFOREST HYUNDAI,905 NORTH FREDERICK AVE.,GAITHERSBURG,MD,20879,20,39.157182,-77.217385,4.7,198,95
md021,JONES BEL AIR HYUNDAI,1506 BEL AIR ROAD,BEL AIR,MD,21014,20,39.504352,-76.381978,4.6,51,98
MD022,BOB BELL HYUNDAI,7125 RITCHIE HWY.,GLEN BURNIE,MD,21061,50,39.1765,-76.616515,4.6,55,94
MD028,ANTWERPEN HYUNDAI,6440 BALTIMORE NATIONAL PIKE,BALTIMORE,MD,21228,50,39.285066,-76.759432,4.7,309,97
md030,TEAM HYUNDAI,22514 Three Notch Road,LEXINGTON PARK,MD,20653,20,38.287376,-76.478998,4.8,477,NULL
md032,ANTWERPEN HYUNDAI COLUMBIA,12431 Auto Drive,CLARKSVILLE,MD,21029,20,39.211881,-76.944144,4.8,142,91
MD034,FITZGERALD HYUNDAI,11411 ROCKVILLE PIKE,KENSINGTON,MD,20895,50,39.050718,-77.120411,4.9,501,98
MD035,PRESTON HYUNDAI,4327 PRESTON ROAD,HURLOCK,MD,21643,50,38.6398,-75.865,4.9,124,98
MD036,THOMAS HYUNDAI,10325 MT SAVAGE ROAD,CUMBERLAND,MD,21502,20,39.680218,-78.789894,4.9,480,100
MD038,OURISMAN HYUNDAI,3516 FT. MEADE RD,LAUREL,MD,20724,10,39.100958,-76.823252,4.9,313,98
md040,ANNAPOLIS HYUNDAI,935 WEST STREET,ANNAPOLIS,MD,21401,20,38.976736,-76.510485,4.9,285,96
md041,SHEEHY HYUNDAI OF WALDORF,2950 Crain Highway,WALDORF,MD,20601,20,38.630437,-76.906308,4.9,243,95
md042,HERITAGE HYUNDAI TOWSON,801 YORK ROAD,TOWSON,MD,21204,50,39.406565,-76.606402,4.9,696,98
MD043,OURISMAN HYUNDAI OF BOWIE,2404 Crain Highway,BOWIE,MD,20716,40,38.9234,-76.717414,4.7,152,97
ME002,QUIRK HYUNDAI OF BANGOR,162 HASKELL ROAD,BANGOR,ME,4401,25,44.832022,-68.739202,5,9,100
me004,ROWE HYUNDAI,699 CENTER ST.,AUBURN,ME,4210,25,44.125136,-70.224864,4.9,449,98
ME005,ROWE HYUNDAI WESTBROOK,91 MAIN STREET,WESTBROOK,ME,4092,50,43.677914,-70.33397,4.9,449,98
ME007,PRIME HYUNDAI,788 Portland Road,SACO,ME,4077,75,43.525565,-70.427688,4.6,227,100
me008,BILL DODGE HYUNDAI,262 BATH RD,BRUNSWICK,ME,4011,50,43.910793,-69.902205,4.9,96,95
ME009,DARLING'S HYUNDAI AUGUSTA,217 OLD WINTHROP ROAD,AUGUSTA,ME,4330,25,44.316114,-69.81743,4.9,205,99
mi007,GLASSMAN HYUNDAI,28000 TELEGRAPH RD.,SOUTHFIELD,MI,48034,50,42.49522,-83.284333,4.8,204,96
MI017,HYUNDAI OF ANN ARBOR,3975 JACKSON ROAD,ANN ARBOR,MI,48103,50,42.284874,-83.807611,4.4,21,87
MI023,MAPLE HILL HYUNDAI,5622 W. MAIN,KALAMAZOO,MI,49009,50,42.295985,-85.66069,4.9,9,100
mi027,LAFONTAINE HYUNDAI,1847 S. TELEGRAPH ROAD,DEARBORN,MI,48124,50,42.297393,-83.271265,4.4,112,94
mi028,ELHART HYUNDAI,800 Chicago Drive,HOLLAND,MI,49423,50,42.799129,-86.073388,4.9,46,100
MI031,FOX HYUNDAI,4141 28TH STREET SE,GRAND RAPIDS,MI,49512,50,42.91255,-85.564468,5,15,97
mi033,GARBER HYUNDAI,5450 BAY ROAD,SAGINAW,MI,48604,50,43.486834,-83.974464,4.9,95,99
MI034,BILL MARSH HYUNDAI,3566 N US 31 SOUTH,TRAVERSE CITY,MI,49684,136,44.738133,-85.645117,4.9,15,100
MI039,RANDY WISE HYUNDAI,4350 LENNON ROAD,FLINT,MI,48507,50,42.98738,-83.764759,4.8,328,98
mi040,RALPH THAYER LIVONIA HYUNDAI,34501 PLYMOUTH ROAD,LIVONIA,MI,48150,50,42.368084,-83.382903,4.7,9,100
MI042,SUBURBAN HYUNDAI,1814 MAPLELAWN,TROY,MI,48084,20,42.549384,-83.174936,4.7,85,99
MI043,FERNELIUS HYUNDAI,2988 Ashmun Street,SAULT STE MARIE,MI,49783,50,46.47213,-84.353902,5,5,100
mi048,LIBERTY HYUNDAI,30492 Lyon Center Drive East,NEW HUDSON,MI,48165,15,42.516001,-83.61056,4.9,45,100
MI049,FELDMAN HYUNDAI,5300 HIGHLAND ROAD,WATERFORD,MI,48327,15,42.660283,-83.391992,4.8,76,98
MI050,HYUNDAI OF JACKSON,3201 W Michigan Ave,JACKSON,MI,49202,50,42.252979,-84.456299,4.5,105,92
MI051,HYUNDAI OF LANSING,5677 E Saginaw Highway,GRAND LEDGE,MI,48837,50,42.740896,-84.725235,4.9,66,98
MI052,CREST HYUNDAI,23405 Hall Road,MACOMB,MI,48042,30,42.630347,-82.868952,4.7,79,97
MI053,BETTEN HYUNDAI,2477 Henry Street,MUSKEGON,MI,49441,25,43.207855,-86.263059,4.9,12,100
MN014,KOLAR HYUNDAI,4766 MILLER TRUNK HWY,DULUTH,MN,55811,50,46.817371,-92.179214,4.8,6,100
mn017,BUERKLE HYUNDAI,3350 N. HIGHWAY 61,WHITE BEAR LAKE,MN,55110,50,45.04238,-93.039043,4.8,236,99
MN018,MORRIE'S 394 HYUNDAI,6661 WAYZATA BLVD.,ST. LOUIS PARK,MN,55426,30,44.970993,-93.364517,4.6,535,93
mn020,WALSER HYUNDAI,8100 LAKELAND AVE,BROOKLYN PARK,MN,55445,50,45.102162,-93.3895,4.8,221,98
mn021,LUTHER BLOOMINGTON HYUNDAI,1750 American Blvd,BLOOMINGTON,MN,55437,50,44.858858,-93.301192,4.8,424,96
MN022,INVER GROVE HYUNDAI,1290 East 50th Street,INVER GROVE HEIGHTS,MN,55077,25,44.880177,-93.08006,4.8,217,96
mn023,ST. CLOUD HYUNDAI,900 2ND STREET,WAITE PARK,MN,56387,50,45.5473,-94.2274,4.9,117,100
MN024,DONDELINGER HYUNDAI,16604 HIGHWAY 371 NORTH,BRAINERD,MN,56401,50,46.393565,-94.268727,5,7,100
MO006,NORTHTOWNE HYUNDAI,6750 N. OAK TRAFFICWAY,KANSAS CITY,MO,64118,20,39.216161,-94.576188,4.9,306,97
MO011,DEAN TEAM HYUNDAI,14754 MANCHESTER ROAD,BALLWIN,MO,63011,35,38.592945,-90.534731,4.8,477,96
MO016,ST. CHARLES HYUNDAI,5701 VETERANS MEMORIAL PKWY,ST. PETERS,MO,63376,50,38.798334,-90.605965,4.9,210,100
mo023,JOE MACHENS HYUNDAI,1300 VANDIVER DR.,COLUMBIA,MO,65202,50,38.971222,-92.31917,4.8,144,NULL
mo026,RELIABLE HYUNDAI,438 S. INGRAM MILL ROAD,SPRINGFIELD,MO,65802,50,37.20413,-93.227965,4.7,110,NULL
mo029,MCCARTHY HYUNDAI,3000 NW SOUTH OUTER ROAD,BLUE SPRINGS,MO,64015,150,39.033052,-94.298764,4.9,99,96
mo030,SUNTRUP HYUNDAI,5926 S LINDBERGH BLVD,ST. LOUIS,MO,63123,50,38.520945,-90.345374,4.7,395,95
MO031,CAR CITY HYUNDAI,3100 S. 169 HIGHWAY,ST JOSEPH,MO,64503,50,39.7398,-94.8211,4.9,16,100
MO035,MUNGENAST HYUNDAI,649 Dunn Road,HAZELWOOD,MO,63042,50,38.780016,-90.365256,4.9,361,99
mo036,FLETCHER HYUNDAI,3111 EAST 32ND STREET,JOPLIN,MO,64804,80,37.05515,-94.475367,4.9,352,99
mo038,WARD HYUNDAI,386 Siemers Drive,CAPE GIRARDEAU,MO,63701,50,37.294931,-89.578854,4.8,125,100
mo040,SUNTRUP HYUNDAI WENTZVILLE,971 Wilmer Road,WENTZVILLE,MO,63385,40,38.808257,-90.869024,4.8,199,96
MS022,WILSON HYUNDAI,4200 LAKELAND DRIVE,FLOWOOD,MS,39232,100,32.336279,-90.096496,4.7,62,90
MS024,ALLEN HYUNDAI,624 East Pass Road,GULFPORT,MS,39507,49,30.395662,-89.038679,4.9,201,98
MS025,MACK GRUBBS HYUNDAI,6507 HIGHWAY 98,HATTIESBURG,MS,39402,49,31.3166,-89.3865,5,12,100
MS030,PRIDE HYUNDAI,680 HIGHWAY 6 WEST,BATESVILLE,MS,38606,50,34.307257,-89.967879,4.8,236,96
MS032,HOMER SKELTON HYUNDAI,8145 NEW CRAFT ROAD,OLIVE BRANCH,MS,38654,25,34.978134,-89.863848,4.9,111,100
MS036,JOHN O'NEIL JOHNSON HYUNDAI,2001 Highway 39 North,MERIDIAN,MS,39301,50,32.379527,-88.680877,4.6,5,85
MS037,WATSON QUALITY HYUNDAI,146 SOLDIERS COLONY ROAD,CANTON,MS,39046,50,32.603173,-90.067742,5,13,100
ms038,BARNES CROSSING HYUNDAI,3983 N Gloster Street,TUPELO,MS,38804,49,34.315149,-88.706729,4.9,221,98
ms039,HERB NELSON HYUNDAI,146 SOLDIER COLONY PARKWAY,CANTON,MS,39046,20,32.603173,-90.067742,4.8,277,100
MT006,KALISPELL HYUNDAI,2030 HIGHWAY 2 EAST,KALISPELL,MT,59901,48,48.216175,-114.27733,0,0,100
MT009,BENNETT HYUNDAI,2720 10th Avenue South,GREAT FALLS,MT,59405,49,47.493988,-111.259934,4.6,552,94
NC008,LEE HYUNDAI,1960 SKIBO ROAD,FAYETTEVILLE,NC,28314,50,35.063116,-78.968319,4.9,160,99
NC015,STEVENSON HYUNDAI,2225 N. MARINE BLVD.,JACKSONVILLE,NC,28546,19,34.782816,-77.385195,4.7,70,94
NC018,JOE PECHELES HYUNDAI,203 E. GREENVILLE BLVD.,GREENVILLE,NC,27858,20,35.580711,-77.377368,4.8,40,100
NC021,HUNTER HYUNDAI,2520 ASHEVILLE HIGHWAY,HENDERSONVILLE,NC,28791,50,35.35104,-82.474643,4.5,72,84
NC024,BOB DUNN HYUNDAI,801 EAST BESSEMER AVENUE,GREENSBORO,NC,27405,65,36.0853,-79.773842,4.7,24,90
NC027,MEDLIN HYUNDAI,1800 N. WESLEYAN BLVD.,ROCKY MOUNT,NC,27804,50,35.984999,-77.784437,5,7,97
nc028,SOUTHERN STATES HYUNDAI,2511 WAKE FOREST ROAD,RALEIGH,NC,27609,50,35.81737,-78.625211,4.8,60,95
NC029,PARAMOUNT HYUNDAI,101 MALCOLM BLVD.,VALDESE,NC,28690,50,35.7388,-81.5727,4.8,276,98
nc030,SPORT DURST HYUNDAI,4511 CHAPEL HILL BLVD,DURHAM,NC,27707,20,35.962077,-78.975379,4.8,1027,95
NC032,BOB KING HYUNDAI,1601 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27127,19,36.068092,-80.262129,4.9,550,96
nc038,KEFFER HYUNDAI,9010 E. INDEPENDENCE BLVD,MATTHEWS,NC,28105,35,35.141343,-80.719361,4.7,171,94
NC040,CAROLINA HYUNDAI OF HIGH POINT,2431 N. MAIN STREET,HIGH POINT,NC,27262,25,35.988156,-80.026283,4.8,30,97
NC041,KEITH HAWTHORNE HYUNDAI,4712 WILKINSON BLVD.,LOWELL,NC,28098,20,35.2687,-81.1003,4.2,21,85
NC043,PARAMOUNT HYUNDAI OF HICKORY,1234 SOUTH CENTER ST.,HICKORY,NC,28602,50,35.714434,-81.33745,4.8,276,98
NC046,PINEHURST HYUNDAI,PO Box 409,SOUTHERN PINES,NC,28388,50,35.173354,-79.393207,5,22,99
NC047,JOHNSON HYUNDAI,5000 OLD RALEIGH ROAD,CARY,NC,27511,60,35.739664,-78.806982,4.6,85,96
NC048,MODERN HYUNDAI OF CONCORD,965 CONCORD PARKWAY SOUTH,CONCORD,NC,28027,25,35.395281,-80.614974,4.9,109,94
nc049,PARKWAY HYUNDAI,5920 Market Street,WILMINGTON,NC,28405,20,34.250861,-77.856006,4.5,38,NULL
NC053,CRENSHAW HYUNDAI,330 Huffman Mill Road,BURLINGTON,NC,27215,50,36.076566,-79.487678,4.9,283,98
NC054,KEITH HAWTHORNE HYUNDAI OF CHA,8525 SOUTH BOULEVARD,CHARLOTTE,NC,28273,50,35.121058,-80.880243,3,8,94
NC057,HYUNDAI OF NEW BERN,2910 HIGHWAY 70 EAST,NEW BERN,NC,28564,43,35.05528,-77.017036,4.6,25,100
nc058,BOB MAYBERRY HYUNDAI,3220 West Highway 74,MONROE,NC,28110,100,35.026448,-80.586013,4.9,571,99
NC060,HYUNDAI OF ASHEVILLE,860 TUNNEL RD,ASHEVILLE,NC,28805,20,35.586651,-82.505399,4.8,287,95
NC061,LEE HYUNDAI OF GOLDSBORO,PO Box 10489,GOLDSBORO,NC,27534,50,35.385231,-77.992346,4.8,52,98
nd002,DON BESSETTE HYUNDAI,1715 N. BROADWAY,MINOT,ND,58702,50,48.252961,-101.295258,0,0,NULL
nd006,GATEWAY HYUNDAI,441 38TH STREET S,FARGO,ND,58103,50,46.8567,-96.8225,4.9,451,100
ND007,BISMARCK HYUNDAI,1025 EAST BISMARK EXPRESSWAY,BISMARCK,ND,58504,48,46.794944,-100.776593,5,17,100
nd010,EIDE HYUNDAI,1300 S. WASHINGTON STREET,GRAND FORKS,ND,58201,50,47.908611,-97.045021,4.8,26,95
ND011,HYUNDAI OF BISMARCK,1025 EAST BISMARCK EXPRESSWAY,BISMARCK,ND,58504,48,46.794944,-100.776593,5,17,100
ne005,SID DILLON HYUNDAI,2627 KENDRA LANE,LINCOLN,NE,68512,50,40.736747,-96.683643,5,32,96
NE007,ZOOK HYUNDAI,2201 E. 6TH STREET,SIOUX CITY,IA,51101,50,42.49654,-96.381345,4.9,293,96
NE008,TODD ARCHER HYUNDAI,1203 FORT CROOK ROAD NORTH,BELLEVUE,NE,68005,50,41.18253,-95.930366,4.7,195,97
NE009,TOM DINSDALE HYUNDAI,3333 WEST STOLLEY PARD ROAD,GRAND ISLAND,NE,68803,50,40.902472,-98.380125,1.6,1,88
NH006,HAMPTON HYUNDAI,177 LAFAYETTE ROAD,N. HAMPTON,NH,3862,50,42.999245,-70.812915,4.6,64,100
nh009,AUTOFAIR HYUNDAI,1477 SOUTH WILLOW STREET,MANCHESTER,NH,3103,25,42.954515,-71.436293,4.6,220,93
NH011,GRAPPONE HYUNDAI,502 ROUTE 3A,BOW,NH,3304,25,43.173422,-71.52842,4.8,120,98
NH012,NASHUA HYUNDAI,140 DANIEL WEBSTER HIGHWAY,NASHUA,NH,3060,20,42.726727,-71.446666,4.5,173,92
nh013,HYUNDAI OF KEENE,14 Production Avenue,KEENE,NH,3431,25,42.921285,-72.305492,4.8,235,98
NH014,SALEM HYUNDAI,470 SOUTH BROADWAY,SALEM,NH,3079,50,42.74705,-71.202555,4.2,102,86
NH015,"SOMERSWORTH HYUNDAI, LLC",370 ROUTE 108,SOMERSWORTH,NH,3878,50,43.262698,-70.905266,4.3,22,91
nh016,BELKNAP HYUNDAI,35 tilton rd,TILTON,NH,3220,50,43.452497,-71.563549,5,18,100
NH017,IRWIN HYUNDAI,446 Union Ave,LACONIA,NH,3246,50,43.537498,-71.464217,4.9,286,98
NJ005,TOWNE HYUNDAI,3170 ROUTE 10,DENVILLE,NJ,7834,25,40.888,-74.4855,4.6,556,95
NJ007,GLOBAL HYUNDAI,1099-1155 ROUTE 22 WEST,NORTH PLAINFIELD,NJ,7060,15,40.6169,-74.4234,4.8,555,94
NJ011,FREEHOLD HYUNDAI,3478 ROUTE 9 SOUTH,FREEHOLD,NJ,7728,50,40.23025,-74.272626,4.9,1192,98
nj015,MAXON HYUNDAI,2329 ROUTE 22 WEST,UNION,NJ,7083,12,40.690832,-74.293509,4.8,301,97
nj025,CIRCLE HYUNDAI,641 SHREWSBURY AVE.,SHREWSBURY,NJ,7726,25,40.327306,-74.073396,4.7,238,95
nj029,BRAD BENSON HYUNDAI,3905 ROUTE 1 SOUTH,MONMOUTH JUNCTION,NJ,8852,50,40.390366,-74.558984,4.6,922,91
nj032,LESTER GLENN HYUNDAI,386 Route 37 East,TOMS RIVER,NJ,8753,50,39.958466,-74.172281,4.8,1166,98
NJ033,PARAMUS HYUNDAI,315 ROUTE 4 WEST,PARAMUS,NJ,7652,10,40.912842,-74.042591,4.6,552,94
NJ034,SANSONE'S ROUTE 1 HYUNDAI,90 US-1,AVENEL,NJ,7001,10,40.5805,-74.2748,4.8,283,96
NJ037,QUALITY HYUNDAI,1935 N. SECOND STREET,MILLVILLE,NJ,8332,50,39.419318,-75.039213,5,82,99
nj038,SPORT HYUNDAI,6831 BLACK HORSE PIKE,EGG HARBOR TOWNSHIP,NJ,8234,50,39.396608,-74.548438,4.9,108,96
NJ039,BURNS HYUNDAI,500 W. ROUTE 70,MARLTON,NJ,8053,50,39.895039,-74.936371,4.8,70,97
nj040,HYUNDAI OF TURNERSVILLE,3400 ROUTE 42,TURNERSVILLE,NJ,8012,25,39.728365,-75.031586,4.9,49,99
NJ041,HYUNDAI CITY,4393 ROUTE 130 SOUTH,BURLINGTON,NJ,8016,40,40.05815,-74.885849,4.6,635,99
NJ044,STATELINE HYUNDAI,630 MEMORIAL PKWY,PHILLIPSBURG,NJ,8865,50,40.696815,-75.180504,4.9,75,99
NJ045,LIBERTY HYUNDAI,305 ROUTE 17 NORTH,MAHWAH,NJ,7430,25,41.08912,-74.153209,4.7,146,96
nj046,HUDSON HYUNDAI,977 COMMUNIPAW AVE,JERSEY CITY,NJ,7304,50,40.723121,-74.087337,4.5,497,93
NJ047,FLEMINGTON HYUNDAI,180 US HWY 202/31,FLEMINGTON,NJ,8822,30,40.483521,-74.863783,4.4,260,89
NJ048,WAYNE AUTO MALL HYUNDAI,1935 Route 23,WAYNE,NJ,7470,25,40.950035,-74.276661,4.8,677,94
nj049,FRANKLIN SUSSEX HYUNDAI,499 Route 23,SUSSEX,NJ,7461,25,41.226,-74.5927,4.7,162,93
NJ050,HACKETTSTOWN HYUNDAI,40 Route 46,HACKETTSTOWN,NJ,7840,30,40.846731,-74.815544,4.2,92,90
NJ051,LYNNES HYUNDAI LLC,401 BLOOMFIELD AVE,BLOOMFIELD,NJ,7003,25,40.787783,-74.194514,4.6,111,95
nj052,LESTER GLENN HYUNDAI OF MANAHA,386 Route 37 East,MANAHAWKIN,NJ,8050,25,39.7102,-74.2592,4.9,347,99
NJ053,DAVIS HYUNDAI,1655 North Olden Avenue,TRENTON,NJ,8638,15,40.244929,-74.761084,4.5,157,91
NJ054,MULLER HYUNDAI,164 Route 173,STEWARTSVILLE,NJ,8886,30,40.667672,-75.129632,4.9,203,99
NM002,BORMAN HYUNDAI,210 W. BOUTZ ROAD,LAS CRUCES,NM,88004,50,32.3274,-106.7834,4.7,99,96
NM006,HORACE HYUNDAI,4300 E. MAIN ST.,FARMINGTON,NM,87402,29,36.761417,-108.155629,5,2,100
nm011,LARRY H. MILLER SOUTHWEST HYUN,8800 LOMAS NE,ALBUQUERQUE,NM,87112,50,35.086751,-106.54643,0,0,NULL
NM012,LARRY H. MILLER HYUNDAI ALBUQU,9820 COORS BLVD. NW,ALBUQUERQUE,NM,87114,49,35.191964,-106.656548,4.9,285,98
nm014,ROSWELL HYUNDAI,1909 WEST 2ND STREET,ROSWELL,NM,88201,90,33.394216,-104.552569,4.8,12,97
NM020,HAMILTON HYUNDAI,3300 MABRY DR,CLOVIS,NM,88101,50,34.395317,-103.162858,4.7,66,NULL
NM021,GARCIA HYUNDAI OF SANTA FE,2586 Camino Entrada,SANTA FE,NM,87507,50,35.634752,-106.025143,4.6,7,94
NV014,LITHIA HYUNDAI OF RENO,2620 KIETZKE LANE,RENO,NV,89502,49,39.498723,-119.789044,4.6,137,94
NV017,CARSON CITY HYUNDAI,3550 S. CARSON STREET,CARSON CITY,NV,89701,49,39.135107,-119.76958,4.9,5,100
NV020,HENDERSON HYUNDAI SUPERSTORE,460 N. BOULDER HWY,HENDERSON,NV,89015,50,36.044578,-114.987381,4.7,543,95
nv023,PLANET HYUNDAI,7150 West Sahara Avenue,LAS VEGAS,NV,89117,48,36.14411,-115.248485,4.8,285,NULL
NV024,PLANET HYUNDAI CENTENNIAL,6200 Centennial Center Blvd,LAS VEGAS,NV,89149,49,36.273409,-115.26677,4.4,182,NULL
Ny005,"HUNTINGTON HYUNDAI, INC.",1221 E. JERICHO TURNPIKE,HUNTINGTON,NY,11743,50,40.832731,-73.361127,5,193,99
NY013,NORTHTOWN HYUNDAI,3675 SHERIDAN DRIVE,AMHERST,NY,14226,50,42.979276,-78.797435,4.8,51,98
ny024,MILLER HYUNDAI,4455 VESTAL PARKWAY EAST,VESTAL,NY,13851,25,42.095476,-75.965404,4.9,285,96
NY025,SURESKY HYUNDAI,PO Box 209,GOSHEN,NY,10924,25,41.40055,-74.330489,4.9,34,98
NY036,PRESTIGE HYUNDAI,768 EAST CHESTER ST. BYPASS,KINGSTON,NY,12401,25,41.9333,-74.0141,4.4,35,96
ny041,GARVEY HYUNDAI,257 DIX AVENUE,QUEENSBURY,NY,12804,35,43.316384,-73.618218,4.7,63,97
NY050,RIVERHEAD HYUNDAI,1800 OLD COUNTRY ROAD,RIVERHEAD,NY,11901,25,40.923906,-72.706856,3.7,156,79
NY055,NEMET HYUNDAI,153 20 Hillside Ave,JAMAICA,NY,11432,10,40.7118,-73.7938,3.9,109,85
NY058,PLAZA HYUNDAI,2740 NOSTRAND AVE.,BROOKLYN,NY,11210,25,40.618442,-73.945323,4.6,541,91
